Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Familiarity Breeds Contempt	The Chills	Philips	Submarine Bells						Alternative	7234049	201	1	1	8	12	1990	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Pyromaniac	The Verlaines		Juvenilia						Alternative	7596458	209	1	1	8	15	1987	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Mack the Knife	Dave Van Ronk	Bertolt Brecht & Kurt Weill	Live at Sir George Williams University						Traditional Folk	7816136	212	1	1	8	13	1997	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Foehammer	Conan	0	Blood Eagle						Metal	10588090	295	1	1	3	6	2014	7/8/25, 2:18 PM		256	44100		Apple Music AAC audio file			4	7/15/25, 11:14 AM			
Guess Again	The Frowning Clouds	Nicholas Van Bakel	Gospel Sounds & More from the Church of Scientology						Punk	7926716	219	1	1	3	14	2022	7/8/25, 2:53 PM		256	44100		Apple Music AAC audio file			5	7/15/25, 11:21 AM			
Go!	Traffik Island	Zak Olsen	Sweat Kollecta’s Peanut Butter Traffik Jam						Alternative	7790345	218	1	1	12	13	2020	7/8/25, 3:56 PM		256	44100		Apple Music AAC audio file			5	7/15/25, 11:25 AM			
Hope	Golden Earring		Seven Tears						Rock	10454715	287	1	1	3	7	1971	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Summer Breeze	Type O Negative	Dash Crofts & Jim Seals	Bloody Kisses						Metal	10431939	289	1	1	6	14	1993	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Just What I Needed	The Cars	Ric Ocasek	The Cars						Rock	8768421	223	1	1	3	9	1978	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Dream Weaver	Gary Wright	Gary Wright	The Dream Weaver						Soft Rock	9903563	256	1	1	6	9	1975	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Oh! You Pretty Things	David Bowie	David Bowie	ChangesTwoBowie (2018 Remaster)						Pop	6887117	193	1	1	2	10	1971	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Queen Bitch	David Bowie	David Bowie	Hunky Dory (2015 Remaster)						Rock	7039671	200	1	1	10	11	1971	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Bouncing in Blue	Pile	Richard Maguire	Sunshine and Balance Beams						Rock	12310988	337	1	1	4	9		7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Scars	Anthony Naples	Anthony Naples	Orbs						Electronica	9113895	249	1	1	7	10	2023	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Nineteen Hundred and Eighty Five	Paul McCartney & Wings	Paul McCartney & Linda McCartney	Band On The Run (2010 Remaster)						Rock	12739891	332	1	1	9	9	1973	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Fast Forward	Patrick Holland	Patrick Holland	In Memory - EP						Electronic	8110092	227	1	1	1	4	2025	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Electric Avenue	Eddy Grant	Eddy Grant	Killer on the Rampage						Pop	8203775	227	1	1	1	10	1982	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Dream Sweet in Sea Major	Miracle Musical	Joseph Hawley, Bora Karaca, Gregory James Jenkins, Ross S. Federman & Allison Violette Hanna	Hawaii: Part II						Worldwide	15242859	420	1	1	11	11	2012	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
Evangelina	Colter Wall	Hoyt Axton & Kenneth Higginbotham	Little Songs						Country	8052080	227	1	1	9	10	2023	7/16/25, 9:19 AM	7/16/25, 9:19 AM	256	44100		Apple Music AAC audio file							
